Case ID,Activity,Complete Timestamp,role
295,Classify,2024-01-02 16:50:01,Agent L1
295,Analyze,2024-01-03 02:49:40,Agent L2
295,Resolve,2024-01-03 15:57:56,Agent L2
295,Close,2024-01-03 16:03:39,Agent L1
296,Register,2024-01-03 07:49:00,Agent L1
296,Classify,2024-01-03 08:09:48,Agent L1
296,Wait,2024-01-04 18:38:42,Queue
296,Resolve,2024-01-05 00:58:56,Agent L2
296,Close,2024-01-05 01:03:02,Agent L1
297,Register,2024-01-01 18:56:00,Agent L1
297,Classify,2024-01-01 19:27:19,Agent L1
297,Escalate,2024-01-01 20:48:13,Supervisor
297,Resolve,2024-01-02 04:04:05,Agent L2
297,Close,2024-01-02 04:11:31,Agent L1
298,Register,2024-01-02 08:01:00,Agent L1
298,Classify,2024-01-02 08:23:38,Agent L1
298,Analyze,2024-01-02 17:22:51,Agent L2
298,Resolve,2024-01-02 22:38:26,Agent L2
298,Close,2024-01-02 22:42:08,Agent L1
299,Register,2024-01-01 15:33:00,Agent L1
299,Classify,2024-01-01 15:56:03,Agent L1
299,Escalate,2024-01-01 18:16:39,Supervisor
299,Analyze,2024-01-01 23:43:00,Agent L2
299,Escalate,2024-01-02 02:18:59,Supervisor
299,Resolve,2024-01-02 07:45:15,Agent L2
299,Resolve,2024-01-02 17:57:03,Agent L2
299,Close,2024-01-02 18:13:12,Agent L1
300,Register,2024-01-02 15:34:00,Agent L1
300,Classify,2024-01-02 15:53:32,Agent L1
300,Analyze,2024-01-02 21:17:16,Agent L2
300,Analyze,2024-01-03 00:54:45,Agent L2
300,Wait,2024-01-04 02:05:37,Queue
300,Resolve,2024-01-04 11:40:43,Agent L2
300,Close,2024-01-04 11:43:50,Agent L1
301,Register,2024-01-02 12:33:00,Agent L1
301,Classify,2024-01-02 12:49:28,Agent L1
301,Analyze,2024-01-02 19:03:02,Agent L2
301,Wait,2024-01-03 14:22:11,Queue
301,Analyze,2024-01-03 19:29:20,Agent L2
301,Analyze,2024-01-04 01:22:30,Agent L2
301,Resolve,2024-01-04 08:39:31,Agent L2
301,Close,2024-01-04 08:50:19,Agent L1
302,Register,2024-01-03 08:26:00,Agent L1
302,Classify,2024-01-03 08:38:09,Agent L1
302,Analyze,2024-01-03 13:22:57,Agent L2
302,Escalate,2024-01-03 14:53:40,Supervisor
302,Analyze,2024-01-03 19:06:36,Agent L2
302,Wait,2024-01-04 10:33:47,Queue
302,Analyze,2024-01-04 22:29:06,Agent L2
302,Resolve,2024-01-05 08:32:35,Agent L2
302,Close,2024-01-05 08:39:30,Agent L1
303,Register,2024-01-03 18:14:00,Agent L1
303,Classify,2024-01-03 18:33:33,Agent L1
303,Analyze,2024-01-04 00:08:23,Agent L2
303,Wait,2024-01-04 21:26:53,Queue
303,Close,2024-01-04 21:32:45,Agent L1
304,Register,2024-01-01 15:40:00,Agent L1
304,Classify,2024-01-01 16:01:33,Agent L1
304,Analyze,2024-01-01 23:20:11,Agent L2
304,Escalate,2024-01-02 00:46:08,Supervisor
304,Resolve,2024-01-02 09:16:57,Agent L2
304,Close,2024-01-02 09:22:35,Agent L1
305,Register,2024-01-02 12:25:00,Agent L1
305,Classify,2024-01-02 12:37:53,Agent L1
305,Analyze,2024-01-02 17:36:47,Agent L2
305,Resolve,2024-01-02 22:45:31,Agent L2
305,Close,2024-01-02 22:48:52,Agent L1
306,Register,2024-01-01 09:58:00,Agent L1
306,Classify,2024-01-01 10:27:19,Agent L1
306,Analyze,2024-01-01 14:24:50,Agent L2
306,Resolve,2024-01-02 04:54:58,Agent L2
306,Close,2024-01-02 04:59:35,Agent L1
307,Register,2024-01-01 12:49:00,Agent L1
307,Classify,2024-01-01 13:07:10,Agent L1
307,Analyze,2024-01-01 16:08:46,Agent L2
307,Escalate,2024-01-01 17:25:43,Supervisor
307,Wait,2024-01-02 02:52:32,Queue
307,Resolve,2024-01-02 11:09:29,Agent L2
307,Wait,2024-01-03 05:55:40,Queue
307,Escalate,2024-01-03 07:14:05,Supervisor
307,Wait,2024-01-03 19:18:47,Queue
307,Analyze,2024-01-03 22:51:37,Agent L2
307,Analyze,2024-01-04 06:22:34,Agent L2
307,Resolve,2024-01-04 16:41:59,Agent L2
307,Close,2024-01-04 16:47:42,Agent L1
308,Register,2024-01-01 13:43:00,Agent L1
308,Classify,2024-01-01 13:54:43,Agent L1
308,Analyze,2024-01-01 18:27:37,Agent L2
308,Resolve,2024-01-02 06:09:25,Agent L2
308,Close,2024-01-02 06:14:26,Agent L1
309,Register,2024-01-03 05:06:00,Agent L1
309,Classify,2024-01-03 05:28:22,Agent L1
309,Analyze,2024-01-03 12:46:37,Agent L2
309,Resolve,2024-01-03 19:03:24,Agent L2
309,Close,2024-01-03 19:14:45,Agent L1
310,Register,2024-01-02 14:42:00,Agent L1
310,Classify,2024-01-02 15:04:01,Agent L1
310,Analyze,2024-01-02 23:07:25,Agent L2
310,Resolve,2024-01-03 03:32:59,Agent L2
310,Analyze,2024-01-03 07:56:55,Agent L2
310,Wait,2024-01-06 06:07:36,Queue
310,Close,2024-01-06 06:13:54,Agent L1
311,Register,2024-01-03 02:13:00,Agent L1
311,Classify,2024-01-03 02:34:04,Agent L1
311,Resolve,2024-01-03 15:39:07,Agent L2
311,Wait,2024-01-04 06:32:51,Queue
311,Resolve,2024-01-04 15:15:10,Agent L2
311,Analyze,2024-01-04 20:52:31,Agent L2
311,Escalate,2024-01-04 22:19:56,Supervisor
311,Resolve,2024-01-05 03:27:41,Agent L2
311,Resolve,2024-01-05 10:28:21,Agent L2
311,Analyze,2024-01-05 15:57:26,Agent L2
311,Escalate,2024-01-05 17:52:52,Supervisor
311,Analyze,2024-01-05 23:12:54,Agent L2
311,Wait,2024-01-07 02:25:24,Queue
311,Close,2024-01-07 02:28:16,Agent L1
312,Register,2024-01-02 19:02:00,Agent L1
312,Classify,2024-01-02 19:22:42,Agent L1
312,Escalate,2024-01-02 20:46:06,Supervisor
312,Analyze,2024-01-03 02:06:37,Agent L2
312,Analyze,2024-01-03 10:23:42,Agent L2
312,Wait,2024-01-04 06:25:35,Queue
312,Analyze,2024-01-04 11:20:40,Agent L2
312,Escalate,2024-01-04 12:31:12,Supervisor
312,Resolve,2024-01-04 18:20:41,Agent L2
312,Close,2024-01-04 18:26:53,Agent L1
313,Register,2024-01-02 04:01:00,Agent L1
313,Classify,2024-01-02 04:16:22,Agent L1
313,Wait,2024-01-03 06:18:49,Queue
313,Escalate,2024-01-03 07:09:13,Supervisor
313,Analyze,2024-01-03 12:46:49,Agent L2
313,Escalate,2024-01-03 14:10:25,Supervisor
313,Resolve,2024-01-03 21:37:34,Agent L2
313,Close,2024-01-03 21:40:31,Agent L1
314,Register,2024-01-01 19:55:00,Agent L1
314,Classify,2024-01-01 20:06:08,Agent L1
314,Analyze,2024-01-02 00:26:16,Agent L2
314,Escalate,2024-01-02 01:40:39,Supervisor
314,Analyze,2024-01-02 09:15:46,Agent L2
314,Escalate,2024-01-02 11:02:00,Supervisor
314,Resolve,2024-01-02 18:00:32,Agent L2
314,Close,2024-01-02 18:08:37,Agent L1
315,Register,2024-01-01 14:57:00,Agent L1
315,Classify,2024-01-01 15:26:54,Agent L1
315,Wait,2024-01-02 05:56:38,Queue
315,Escalate,2024-01-02 07:23:04,Supervisor
315,Analyze,2024-01-02 13:49:20,Agent L2
315,Escalate,2024-01-02 15:50:01,Supervisor
315,Analyze,2024-01-02 22:46:33,Agent L2
315,Resolve,2024-01-03 04:54:42,Agent L2
315,Wait,2024-01-03 18:59:33,Queue
315,Analyze,2024-01-04 01:20:08,Agent L2
315,Resolve,2024-01-04 08:22:05,Agent L2
315,Close,2024-01-04 08:26:51,Agent L1
316,Register,2024-01-02 15:19:00,Agent L1
316,Analyze,2024-01-02 21:10:19,Agent L2
316,Resolve,2024-01-03 03:35:03,Agent L2
316,Resolve,2024-01-03 11:09:44,Agent L2
316,Close,2024-01-03 11:13:31,Agent L1
317,Register,2024-01-02 13:37:00,Agent L1
317,Classify,2024-01-02 14:03:06,Agent L1
317,Analyze,2024-01-02 21:24:08,Agent L2
317,Resolve,2024-01-03 05:01:29,Agent L2
317,Close,2024-01-03 05:08:57,Agent L1
318,Register,2024-01-02 04:46:00,Agent L1
318,Classify,2024-01-02 05:00:34,Agent L1
318,Escalate,2024-01-02 07:31:51,Supervisor
318,Analyze,2024-01-02 12:25:45,Agent L2
318,Resolve,2024-01-02 21:36:10,Agent L2
318,Close,2024-01-02 21:38:55,Agent L1
319,Register,2024-01-03 04:17:00,Agent L1
319,Classify,2024-01-03 04:30:24,Agent L1
319,Analyze,2024-01-03 08:34:39,Agent L2
319,Resolve,2024-01-03 15:02:11,Agent L2
319,Close,2024-01-03 15:07:56,Agent L1
320,Register,2024-01-01 18:55:00,Agent L1
320,Classify,2024-01-01 19:22:23,Agent L1
320,Analyze,2024-01-02 02:47:53,Agent L2
320,Wait,2024-01-03 00:36:34,Queue
320,Resolve,2024-01-03 06:08:20,Agent L2
320,Resolve,2024-01-03 13:05:28,Agent L2
320,Analyze,2024-01-03 18:09:10,Agent L2
320,Resolve,2024-01-04 03:06:08,Agent L2
320,Close,2024-01-04 03:18:51,Agent L1
321,Register,2024-01-01 23:57:00,Agent L1
321,Classify,2024-01-02 00:06:46,Agent L1
321,Analyze,2024-01-02 08:04:45,Agent L2
321,Wait,2024-01-02 23:54:51,Queue
321,Wait,2024-01-04 08:14:49,Queue
321,Analyze,2024-01-04 19:33:38,Agent L2
321,Analyze,2024-01-05 01:07:06,Agent L2
321,Escalate,2024-01-05 02:35:34,Supervisor
321,Analyze,2024-01-05 07:50:58,Agent L2
321,Wait,2024-01-06 03:03:49,Queue
321,Close,2024-01-06 03:07:44,Agent L1
322,Register,2024-01-03 16:14:00,Agent L1
322,Classify,2024-01-03 16:31:11,Agent L1
322,Analyze,2024-01-04 02:14:31,Agent L2
322,Wait,2024-01-05 06:54:46,Queue
322,Analyze,2024-01-05 10:36:12,Agent L2
322,Resolve,2024-01-05 15:42:08,Agent L2
322,Close,2024-01-05 15:47:37,Agent L1
323,Register,2024-01-02 04:48:00,Agent L1
323,Analyze,2024-01-02 09:23:58,Agent L2
323,Resolve,2024-01-02 13:45:11,Agent L2
323,Analyze,2024-01-02 19:24:17,Agent L2
323,Escalate,2024-01-02 21:25:57,Supervisor
323,Wait,2024-01-04 10:03:57,Queue
323,Resolve,2024-01-04 17:09:19,Agent L2
323,Close,2024-01-04 17:17:33,Agent L1
324,Register,2024-01-02 15:27:00,Agent L1
324,Classify,2024-01-02 15:46:03,Agent L1
324,Analyze,2024-01-02 18:51:43,Agent L2
324,Resolve,2024-01-02 22:34:08,Agent L2
324,Close,2024-01-02 22:39:10,Agent L1
325,Register,2024-01-01 14:02:00,Agent L1
325,Classify,2024-01-01 14:24:21,Agent L1
325,Escalate,2024-01-01 16:15:26,Supervisor
325,Analyze,2024-01-01 22:11:13,Agent L2
325,Resolve,2024-01-02 06:03:56,Agent L2
325,Close,2024-01-02 06:07:15,Agent L1
326,Register,2024-01-01 09:16:00,Agent L1
326,Classify,2024-01-01 09:26:32,Agent L1
326,Wait,2024-01-02 02:25:43,Queue
326,Resolve,2024-01-02 09:27:18,Agent L2
326,Close,2024-01-02 09:30:00,Agent L1
327,Register,2024-01-02 12:19:00,Agent L1
327,Classify,2024-01-02 12:36:30,Agent L1
327,Analyze,2024-01-02 17:31:34,Agent L2
327,Resolve,2024-01-03 01:57:21,Agent L2
327,Close,2024-01-03 01:59:31,Agent L1
328,Register,2024-01-02 04:20:00,Agent L1
328,Classify,2024-01-02 04:34:23,Agent L1
328,Analyze,2024-01-02 08:22:46,Agent L2
328,Escalate,2024-01-02 09:06:32,Supervisor
328,Wait,2024-01-03 06:05:15,Queue
328,Analyze,2024-01-03 11:35:41,Agent L2
328,Wait,2024-01-04 07:03:37,Queue
328,Resolve,2024-01-04 15:42:58,Agent L2
328,Close,2024-01-04 15:50:27,Agent L1
329,Register,2024-01-02 11:46:00,Agent L1
329,Classify,2024-01-02 12:11:07,Agent L1
329,Escalate,2024-01-02 13:06:28,Supervisor
329,Analyze,2024-01-02 23:14:56,Agent L2
329,Analyze,2024-01-03 06:09:29,Agent L2
329,Escalate,2024-01-03 07:21:37,Supervisor
329,Resolve,2024-01-03 13:43:44,Agent L2
329,Close,2024-01-03 13:57:36,Agent L1
330,Register,2024-01-03 09:29:00,Agent L1
330,Classify,2024-01-03 09:42:45,Agent L1
330,Analyze,2024-01-03 17:59:00,Agent L2
330,Resolve,2024-01-04 00:32:38,Agent L2
330,Close,2024-01-04 00:37:44,Agent L1
331,Register,2024-01-02 05:57:00,Agent L1
331,Classify,2024-01-02 06:13:08,Agent L1
331,Analyze,2024-01-02 13:55:09,Agent L2
331,Analyze,2024-01-02 18:54:15,Agent L2
331,Resolve,2024-01-02 23:22:32,Agent L2
331,Close,2024-01-02 23:31:03,Agent L1
332,Register,2024-01-03 13:44:00,Agent L1
332,Classify,2024-01-03 14:04:29,Agent L1
332,Wait,2024-01-05 00:08:05,Queue
332,Analyze,2024-01-05 08:48:39,Agent L2
332,Resolve,2024-01-05 13:38:39,Agent L2
332,Close,2024-01-05 13:43:21,Agent L1
333,Register,2024-01-01 08:38:00,Agent L1
333,Classify,2024-01-01 08:49:46,Agent L1
333,Wait,2024-01-02 03:44:34,Queue
333,Resolve,2024-01-02 08:35:45,Agent L2
333,Close,2024-01-02 08:41:05,Agent L1
334,Register,2024-01-02 03:09:00,Agent L1
334,Classify,2024-01-02 03:31:47,Agent L1
334,Analyze,2024-01-02 07:44:50,Agent L2
334,Wait,2024-01-02 23:09:40,Queue
334,Resolve,2024-01-03 08:58:20,Agent L2
334,Resolve,2024-01-03 18:16:07,Agent L2
334,Resolve,2024-01-03 21:14:53,Agent L2
334,Analyze,2024-01-04 04:11:52,Agent L2
334,Resolve,2024-01-04 08:33:31,Agent L2
334,Close,2024-01-04 08:45:51,Agent L1
335,Register,2024-01-02 06:03:00,Agent L1
335,Classify,2024-01-02 06:23:36,Agent L1
335,Analyze,2024-01-02 10:59:46,Agent L2
335,Wait,2024-01-03 07:35:11,Queue
335,Analyze,2024-01-03 10:53:27,Agent L2
335,Analyze,2024-01-03 16:19:41,Agent L2
335,Escalate,2024-01-03 17:24:47,Supervisor
335,Wait,2024-01-04 04:51:49,Queue
335,Resolve,2024-01-04 13:36:08,Agent L2
335,Close,2024-01-04 13:40:25,Agent L1
336,Register,2024-01-02 00:16:00,Agent L1
336,Analyze,2024-01-02 06:02:27,Agent L2
336,Analyze,2024-01-02 12:19:35,Agent L2
336,Analyze,2024-01-02 17:49:40,Agent L2
336,Close,2024-01-02 17:58:54,Agent L1
337,Register,2024-01-03 17:52:00,Agent L1
337,Classify,2024-01-03 18:11:02,Agent L1
337,Analyze,2024-01-04 02:04:02,Agent L2
337,Resolve,2024-01-04 07:02:45,Agent L2
337,Close,2024-01-04 07:09:12,Agent L1
338,Register,2024-01-02 15:41:00,Agent L1
338,Classify,2024-01-02 16:10:45,Agent L1
338,Analyze,2024-01-02 21:39:32,Agent L2
338,Escalate,2024-01-02 22:28:58,Supervisor
338,Analyze,2024-01-03 05:26:02,Agent L2
338,Resolve,2024-01-03 13:50:13,Agent L2
338,Close,2024-01-03 13:57:40,Agent L1
339,Register,2024-01-02 00:35:00,Agent L1
339,Classify,2024-01-02 00:53:48,Agent L1
339,Analyze,2024-01-02 05:36:09,Agent L2
339,Wait,2024-01-02 18:05:42,Queue
339,Resolve,2024-01-03 01:49:49,Agent L2
339,Resolve,2024-01-03 04:51:51,Agent L2
339,Close,2024-01-03 04:54:57,Agent L1
340,Register,2024-01-01 21:40:00,Agent L1
340,Classify,2024-01-01 21:52:16,Agent L1
340,Analyze,2024-01-02 03:14:13,Agent L2
340,Resolve,2024-01-02 11:12:22,Agent L2
340,Close,2024-01-02 11:16:58,Agent L1
341,Register,2024-01-03 19:48:00,Agent L1
341,Classify,2024-01-03 19:59:27,Agent L1
341,Analyze,2024-01-03 23:57:29,Agent L2
341,Escalate,2024-01-04 01:16:07,Supervisor
341,Analyze,2024-01-04 05:28:36,Agent L2
341,Escalate,2024-01-04 07:13:15,Supervisor
341,Analyze,2024-01-04 14:04:01,Agent L2
341,Resolve,2024-01-04 19:19:20,Agent L2
341,Resolve,2024-01-05 06:23:29,Agent L2
341,Close,2024-01-05 06:34:44,Agent L1
342,Register,2024-01-02 19:58:00,Agent L1
342,Analyze,2024-01-03 02:56:27,Agent L2
342,Escalate,2024-01-03 04:08:08,Supervisor
342,Resolve,2024-01-03 12:19:26,Agent L2
342,Close,2024-01-03 12:27:02,Agent L1
343,Register,2024-01-01 11:38:00,Agent L1
343,Classify,2024-01-01 11:52:50,Agent L1
343,Analyze,2024-01-01 18:07:08,Agent L2
343,Resolve,2024-01-02 11:36:05,Agent L2
343,Close,2024-01-02 11:39:33,Agent L1
344,Register,2024-01-03 04:02:00,Agent L1
344,Classify,2024-01-03 04:16:45,Agent L1
344,Analyze,2024-01-03 11:35:00,Agent L2
344,Wait,2024-01-05 06:53:25,Queue
344,Wait,2024-01-06 19:31:33,Queue
344,Resolve,2024-01-07 02:43:49,Agent L2
344,Close,2024-01-07 02:48:41,Agent L1
345,Register,2024-01-01 18:43:00,Agent L1
345,Classify,2024-01-01 18:57:36,Agent L1
345,Analyze,2024-01-01 22:42:41,Agent L2
345,Escalate,2024-01-02 00:15:52,Supervisor
345,Wait,2024-01-02 19:26:49,Queue
345,Escalate,2024-01-02 21:16:16,Supervisor
345,Analyze,2024-01-03 01:46:50,Agent L2
345,Resolve,2024-01-03 08:35:19,Agent L2
345,Close,2024-01-03 08:40:51,Agent L1
346,Register,2024-01-03 13:38:00,Agent L1
346,Classify,2024-01-03 13:52:22,Agent L1
346,Analyze,2024-01-03 19:47:17,Agent L2
346,Resolve,2024-01-03 23:51:22,Agent L2
346,Close,2024-01-03 23:58:57,Agent L1
347,Register,2024-01-03 01:14:00,Agent L1
347,Analyze,2024-01-03 06:26:05,Agent L2
347,Resolve,2024-01-03 15:25:48,Agent L2
347,Resolve,2024-01-04 00:29:50,Agent L2
347,Close,2024-01-04 00:32:04,Agent L1
348,Register,2024-01-02 16:23:00,Agent L1
348,Classify,2024-01-02 16:42:01,Agent L1
348,Analyze,2024-01-03 00:07:25,Agent L2
348,Analyze,2024-01-03 08:05:51,Agent L2
348,Resolve,2024-01-03 14:56:06,Agent L2
348,Close,2024-01-03 15:04:24,Agent L1
349,Register,2024-01-03 10:22:00,Agent L1
349,Classify,2024-01-03 10:36:38,Agent L1
349,Analyze,2024-01-03 15:04:28,Agent L2
349,Wait,2024-01-04 09:39:23,Queue
349,Resolve,2024-01-04 21:03:47,Agent L2
349,Close,2024-01-04 21:10:25,Agent L1
350,Register,2024-01-03 19:11:00,Agent L1
350,Classify,2024-01-03 19:22:29,Agent L1
350,Analyze,2024-01-04 01:44:13,Agent L2
350,Escalate,2024-01-04 03:20:20,Supervisor
350,Resolve,2024-01-04 11:20:29,Agent L2
350,Resolve,2024-01-04 22:42:21,Agent L2
350,Close,2024-01-04 22:46:06,Agent L1
351,Register,2024-01-02 15:02:00,Agent L1
351,Classify,2024-01-02 15:19:17,Agent L1
351,Wait,2024-01-03 11:01:29,Queue
351,Analyze,2024-01-03 16:56:33,Agent L2
351,Analyze,2024-01-03 21:20:03,Agent L2
351,Wait,2024-01-05 02:59:59,Queue
351,Resolve,2024-01-05 17:31:43,Agent L2
351,Close,2024-01-05 17:38:19,Agent L1
352,Register,2024-01-01 08:30:00,Agent L1
352,Analyze,2024-01-01 13:17:28,Agent L2
352,Resolve,2024-01-01 19:12:53,Agent L2
352,Resolve,2024-01-02 02:37:38,Agent L2
352,Analyze,2024-01-02 05:37:03,Agent L2
352,Resolve,2024-01-02 09:42:15,Agent L2
352,Close,2024-01-02 09:45:30,Agent L1
353,Register,2024-01-03 18:00:00,Agent L1
353,Classify,2024-01-03 18:21:41,Agent L1
353,Wait,2024-01-04 06:12:19,Queue
353,Analyze,2024-01-04 14:05:41,Agent L2
353,Resolve,2024-01-04 19:13:29,Agent L2
353,Close,2024-01-04 19:20:15,Agent L1
354,Register,2024-01-02 17:41:00,Agent L1
354,Classify,2024-01-02 18:01:09,Agent L1
354,Analyze,2024-01-03 01:36:11,Agent L2
354,Resolve,2024-01-03 08:36:30,Agent L2
354,Close,2024-01-03 08:44:06,Agent L1
355,Register,2024-01-02 15:31:00,Agent L1
355,Classify,2024-01-02 15:47:06,Agent L1
355,Analyze,2024-01-02 23:49:26,Agent L2
355,Resolve,2024-01-03 07:14:19,Agent L2
355,Close,2024-01-03 07:21:49,Agent L1
356,Register,2024-01-01 09:13:00,Agent L1
356,Classify,2024-01-01 09:26:54,Agent L1
356,Analyze,2024-01-01 12:41:38,Agent L2
356,Analyze,2024-01-01 17:14:08,Agent L2
356,Escalate,2024-01-01 18:42:19,Supervisor
356,Analyze,2024-01-02 01:22:02,Agent L2
356,Resolve,2024-01-02 09:44:14,Agent L2
356,Close,2024-01-02 09:49:01,Agent L1
357,Register,2024-01-01 11:19:00,Agent L1
357,Classify,2024-01-01 11:34:34,Agent L1
357,Analyze,2024-01-01 16:39:50,Agent L2
357,Resolve,2024-01-01 22:30:31,Agent L2
357,Close,2024-01-01 22:33:51,Agent L1
358,Register,2024-01-02 22:22:00,Agent L1
358,Classify,2024-01-02 23:11:08,Agent L1
358,Analyze,2024-01-03 04:35:15,Agent L2
358,Escalate,2024-01-03 05:44:48,Supervisor
358,Resolve,2024-01-03 10:56:19,Agent L2
358,Analyze,2024-01-03 19:08:02,Agent L2
358,Resolve,2024-01-04 02:25:12,Agent L2
358,Close,2024-01-04 02:30:59,Agent L1
359,Register,2024-01-01 14:28:00,Agent L1
359,Classify,2024-01-01 14:48:04,Agent L1
359,Analyze,2024-01-01 22:35:20,Agent L2
359,Resolve,2024-01-02 05:57:19,Agent L2
359,Close,2024-01-02 06:03:19,Agent L1
360,Register,2024-01-03 03:43:00,Agent L1
360,Classify,2024-01-03 04:00:11,Agent L1
360,Analyze,2024-01-03 08:19:49,Agent L2
360,Wait,2024-01-04 01:27:31,Queue
360,Analyze,2024-01-04 07:08:44,Agent L2
360,Escalate,2024-01-04 08:43:27,Supervisor
360,Resolve,2024-01-04 21:39:44,Agent L2
360,Close,2024-01-04 21:43:13,Agent L1
361,Register,2024-01-03 13:43:00,Agent L1
361,Classify,2024-01-03 14:11:40,Agent L1
361,Analyze,2024-01-03 21:47:35,Agent L2
361,Escalate,2024-01-03 23:35:31,Supervisor
361,Resolve,2024-01-04 04:07:53,Agent L2
361,Close,2024-01-04 04:14:03,Agent L1
362,Register,2024-01-02 05:57:00,Agent L1
362,Classify,2024-01-02 06:15:26,Agent L1
362,Analyze,2024-01-02 10:40:48,Agent L2
362,Wait,2024-01-03 15:40:37,Queue
362,Wait,2024-01-04 10:51:56,Queue
362,Analyze,2024-01-04 15:06:52,Agent L2
362,Resolve,2024-01-04 20:43:25,Agent L2
362,Close,2024-01-04 20:47:21,Agent L1
363,Register,2024-01-02 08:32:00,Agent L1
363,Classify,2024-01-02 08:44:15,Agent L1
363,Analyze,2024-01-02 18:33:44,Agent L2
363,Resolve,2024-01-02 23:04:49,Agent L2
363,Close,2024-01-02 23:17:18,Agent L1
364,Register,2024-01-01 18:25:00,Agent L1
364,Classify,2024-01-01 18:37:45,Agent L1
364,Analyze,2024-01-01 22:56:59,Agent L2
364,Wait,2024-01-02 12:18:47,Queue
364,Analyze,2024-01-02 17:22:26,Agent L2
364,Wait,2024-01-03 08:47:19,Queue
364,Analyze,2024-01-03 19:14:39,Agent L2
364,Escalate,2024-01-03 21:12:07,Supervisor
364,Analyze,2024-01-04 01:00:54,Agent L2
364,Wait,2024-01-04 15:30:25,Queue
364,Close,2024-01-04 15:34:04,Agent L1
365,Register,2024-01-01 09:55:00,Agent L1
365,Classify,2024-01-01 10:14:03,Agent L1
365,Analyze,2024-01-01 16:45:01,Agent L2
365,Resolve,2024-01-02 14:49:53,Agent L2
365,Close,2024-01-02 15:00:45,Agent L1
366,Register,2024-01-02 19:23:00,Agent L1
366,Classify,2024-01-02 19:44:56,Agent L1
366,Analyze,2024-01-03 02:47:56,Agent L2
366,Wait,2024-01-05 00:33:43,Queue
366,Resolve,2024-01-05 09:55:31,Agent L2
366,Close,2024-01-05 09:59:46,Agent L1
367,Register,2024-01-03 11:04:00,Agent L1
367,Classify,2024-01-03 11:21:46,Agent L1
367,Analyze,2024-01-03 15:36:29,Agent L2
367,Resolve,2024-01-03 21:33:40,Agent L2
367,Close,2024-01-03 21:38:00,Agent L1
368,Register,2024-01-01 20:40:00,Agent L1
368,Classify,2024-01-01 21:15:24,Agent L1
368,Analyze,2024-01-02 01:09:08,Agent L2
368,Escalate,2024-01-02 02:41:52,Supervisor
368,Analyze,2024-01-02 08:11:50,Agent L2
368,Analyze,2024-01-02 17:00:24,Agent L2
368,Analyze,2024-01-02 19:38:06,Agent L2
368,Escalate,2024-01-02 21:32:44,Supervisor
368,Analyze,2024-01-03 03:03:25,Agent L2
368,Resolve,2024-01-03 08:29:52,Agent L2
368,Close,2024-01-03 08:34:17,Agent L1
369,Register,2024-01-02 08:39:00,Agent L1
369,Classify,2024-01-02 08:54:53,Agent L1
369,Analyze,2024-01-02 14:02:21,Agent L2
369,Wait,2024-01-04 04:33:55,Queue
369,Resolve,2024-01-04 08:49:29,Agent L2
369,Close,2024-01-04 08:52:27,Agent L1
370,Register,2024-01-03 15:38:00,Agent L1
370,Classify,2024-01-03 15:53:40,Agent L1
370,Wait,2024-01-04 14:08:17,Queue
370,Analyze,2024-01-04 18:28:54,Agent L2
370,Resolve,2024-01-05 03:08:11,Agent L2
370,Close,2024-01-05 03:21:56,Agent L1
371,Register,2024-01-02 07:46:00,Agent L1
371,Classify,2024-01-02 08:00:48,Agent L1
371,Analyze,2024-01-02 13:51:21,Agent L2
371,Resolve,2024-01-02 21:22:17,Agent L2
371,Close,2024-01-02 21:25:33,Agent L1
372,Register,2024-01-02 21:27:00,Agent L1
372,Analyze,2024-01-03 02:12:42,Agent L2
372,Resolve,2024-01-03 09:31:25,Agent L2
372,Resolve,2024-01-03 18:07:54,Agent L2
372,Close,2024-01-03 18:12:11,Agent L1
373,Register,2024-01-02 03:08:00,Agent L1
373,Classify,2024-01-02 03:21:11,Agent L1
373,Wait,2024-01-02 18:25:43,Queue
373,Wait,2024-01-03 20:40:10,Queue
373,Resolve,2024-01-04 08:00:49,Agent L2
373,Close,2024-01-04 08:04:35,Agent L1
374,Register,2024-01-03 10:14:00,Agent L1
374,Classify,2024-01-03 10:39:26,Agent L1
374,Resolve,2024-01-03 17:46:27,Agent L2
374,Resolve,2024-01-04 00:14:42,Agent L2
374,Close,2024-01-04 00:20:35,Agent L1
375,Register,2024-01-01 15:55:00,Agent L1
375,Classify,2024-01-01 16:07:37,Agent L1
375,Analyze,2024-01-01 23:01:12,Agent L2
375,Resolve,2024-01-02 04:29:03,Agent L2
375,Close,2024-01-02 04:44:56,Agent L1
376,Register,2024-01-03 14:22:00,Agent L1
376,Classify,2024-01-03 14:43:20,Agent L1
376,Analyze,2024-01-03 17:58:54,Agent L2
376,Escalate,2024-01-03 18:51:15,Supervisor
376,Analyze,2024-01-03 22:23:15,Agent L2
376,Resolve,2024-01-04 04:22:10,Agent L2
376,Close,2024-01-04 04:23:46,Agent L1
377,Register,2024-01-02 23:10:00,Agent L1
377,Classify,2024-01-02 23:34:32,Agent L1
377,Analyze,2024-01-03 02:53:35,Agent L2
377,Escalate,2024-01-03 05:42:41,Supervisor
377,Resolve,2024-01-03 10:47:04,Agent L2
377,Close,2024-01-03 10:52:45,Agent L1
378,Register,2024-01-03 06:16:00,Agent L1
