case_id,prefix,k,next_act
251,register classify analyze analyze escalate wait escalate analyze analyze escalate analyze wait resolve,12,close
252,register,0,classify
252,register classify,1,analyze
252,register classify analyze,2,resolve
252,register classify analyze resolve,3,close
253,register,0,classify
253,register classify,1,resolve
253,register classify resolve,2,resolve
253,register classify resolve resolve,3,close
254,register,0,classify
254,register classify,1,escalate
254,register classify escalate,2,resolve
254,register classify escalate resolve,3,close
255,register,0,classify
255,register classify,1,analyze
255,register classify analyze,2,resolve
255,register classify analyze resolve,3,close
256,register,0,classify
256,register classify,1,escalate
256,register classify escalate,2,wait
256,register classify escalate wait,3,analyze
256,register classify escalate wait analyze,4,resolve
256,register classify escalate wait analyze resolve,5,analyze
256,register classify escalate wait analyze resolve analyze,6,analyze
256,register classify escalate wait analyze resolve analyze analyze,7,escalate
256,register classify escalate wait analyze resolve analyze analyze escalate,8,resolve
256,register classify escalate wait analyze resolve analyze analyze escalate resolve,9,close
257,register,0,classify
257,register classify,1,analyze
257,register classify analyze,2,resolve
257,register classify analyze resolve,3,close
258,register,0,classify
258,register classify,1,analyze
258,register classify analyze,2,wait
258,register classify analyze wait,3,resolve
258,register classify analyze wait resolve,4,close
259,register,0,classify
259,register classify,1,analyze
259,register classify analyze,2,resolve
259,register classify analyze resolve,3,wait
259,register classify analyze resolve wait,4,analyze
259,register classify analyze resolve wait analyze,5,escalate
259,register classify analyze resolve wait analyze escalate,6,analyze
259,register classify analyze resolve wait analyze escalate analyze,7,escalate
259,register classify analyze resolve wait analyze escalate analyze escalate,8,analyze
259,register classify analyze resolve wait analyze escalate analyze escalate analyze,9,wait
259,register classify analyze resolve wait analyze escalate analyze escalate analyze wait,10,analyze
259,register classify analyze resolve wait analyze escalate analyze escalate analyze wait analyze,11,escalate
259,register classify analyze resolve wait analyze escalate analyze escalate analyze wait analyze escalate,12,analyze
259,register classify analyze resolve wait analyze escalate analyze escalate analyze wait analyze escalate analyze,13,wait
259,register classify analyze resolve wait analyze escalate analyze escalate analyze wait analyze escalate analyze wait,14,analyze
259,register classify analyze resolve wait analyze escalate analyze escalate analyze wait analyze escalate analyze wait analyze,15,resolve
259,register classify analyze resolve wait analyze escalate analyze escalate analyze wait analyze escalate analyze wait analyze resolve,16,close
260,register,0,analyze
260,register analyze,1,escalate
260,register analyze escalate,2,analyze
260,register analyze escalate analyze,3,resolve
260,register analyze escalate analyze resolve,4,close
261,register,0,classify
261,register classify,1,escalate
261,register classify escalate,2,analyze
261,register classify escalate analyze,3,escalate
261,register classify escalate analyze escalate,4,close
262,register,0,classify
262,register classify,1,escalate
262,register classify escalate,2,resolve
262,register classify escalate resolve,3,close
263,register,0,classify
263,register classify,1,analyze
263,register classify analyze,2,resolve
263,register classify analyze resolve,3,close
264,register,0,classify
264,register classify,1,analyze
264,register classify analyze,2,resolve
264,register classify analyze resolve,3,close
265,register,0,classify
265,register classify,1,analyze
265,register classify analyze,2,escalate
265,register classify analyze escalate,3,analyze
265,register classify analyze escalate analyze,4,resolve
265,register classify analyze escalate analyze resolve,5,close
266,register,0,classify
266,register classify,1,analyze
266,register classify analyze,2,resolve
266,register classify analyze resolve,3,close
267,register,0,analyze
267,register analyze,1,resolve
267,register analyze resolve,2,resolve
267,register analyze resolve resolve,3,close
268,register,0,classify
268,register classify,1,analyze
268,register classify analyze,2,resolve
268,register classify analyze resolve,3,close
269,register,0,analyze
269,register analyze,1,wait
269,register analyze wait,2,resolve
269,register analyze wait resolve,3,close
270,register,0,classify
270,register classify,1,analyze
270,register classify analyze,2,wait
270,register classify analyze wait,3,close
271,register,0,classify
271,register classify,1,analyze
271,register classify analyze,2,resolve
271,register classify analyze resolve,3,close
272,register,0,classify
272,register classify,1,analyze
272,register classify analyze,2,wait
272,register classify analyze wait,3,analyze
272,register classify analyze wait analyze,4,analyze
272,register classify analyze wait analyze analyze,5,resolve
272,register classify analyze wait analyze analyze resolve,6,resolve
272,register classify analyze wait analyze analyze resolve resolve,7,close
273,register,0,classify
273,register classify,1,analyze
273,register classify analyze,2,wait
273,register classify analyze wait,3,resolve
273,register classify analyze wait resolve,4,close
274,register,0,classify
274,register classify,1,analyze
274,register classify analyze,2,resolve
274,register classify analyze resolve,3,close
275,register,0,classify
275,register classify,1,analyze
275,register classify analyze,2,escalate
275,register classify analyze escalate,3,wait
275,register classify analyze escalate wait,4,wait
275,register classify analyze escalate wait wait,5,analyze
275,register classify analyze escalate wait wait analyze,6,resolve
275,register classify analyze escalate wait wait analyze resolve,7,close
276,register,0,classify
276,register classify,1,analyze
276,register classify analyze,2,wait
276,register classify analyze wait,3,close
277,register,0,classify
277,register classify,1,analyze
277,register classify analyze,2,escalate
277,register classify analyze escalate,3,analyze
277,register classify analyze escalate analyze,4,escalate
277,register classify analyze escalate analyze escalate,5,analyze
277,register classify analyze escalate analyze escalate analyze,6,analyze
277,register classify analyze escalate analyze escalate analyze analyze,7,resolve
277,register classify analyze escalate analyze escalate analyze analyze resolve,8,close
278,register,0,classify
278,register classify,1,analyze
278,register classify analyze,2,wait
278,register classify analyze wait,3,resolve
278,register classify analyze wait resolve,4,close
279,register,0,classify
279,register classify,1,escalate
279,register classify escalate,2,analyze
279,register classify escalate analyze,3,resolve
279,register classify escalate analyze resolve,4,close
280,register,0,classify
280,register classify,1,analyze
280,register classify analyze,2,resolve
280,register classify analyze resolve,3,resolve
280,register classify analyze resolve resolve,4,close
281,register,0,classify
281,register classify,1,analyze
281,register classify analyze,2,escalate
281,register classify analyze escalate,3,analyze
281,register classify analyze escalate analyze,4,resolve
281,register classify analyze escalate analyze resolve,5,close
282,register,0,classify
282,register classify,1,analyze
282,register classify analyze,2,resolve
282,register classify analyze resolve,3,close
283,register,0,classify
283,register classify,1,analyze
283,register classify analyze,2,escalate
283,register classify analyze escalate,3,analyze
283,register classify analyze escalate analyze,4,resolve
283,register classify analyze escalate analyze resolve,5,resolve
283,register classify analyze escalate analyze resolve resolve,6,resolve
283,register classify analyze escalate analyze resolve resolve resolve,7,close
284,register,0,classify
284,register classify,1,analyze
284,register classify analyze,2,resolve
284,register classify analyze resolve,3,close
285,register,0,classify
285,register classify,1,analyze
285,register classify analyze,2,resolve
285,register classify analyze resolve,3,close
286,register,0,classify
286,register classify,1,analyze
286,register classify analyze,2,escalate
286,register classify analyze escalate,3,resolve
286,register classify analyze escalate resolve,4,close
287,register,0,classify
287,register classify,1,wait
287,register classify wait,2,analyze
287,register classify wait analyze,3,escalate
287,register classify wait analyze escalate,4,analyze
287,register classify wait analyze escalate analyze,5,resolve
287,register classify wait analyze escalate analyze resolve,6,close
288,register,0,classify
288,register classify,1,analyze
288,register classify analyze,2,analyze
288,register classify analyze analyze,3,escalate
288,register classify analyze analyze escalate,4,analyze
288,register classify analyze analyze escalate analyze,5,escalate
288,register classify analyze analyze escalate analyze escalate,6,wait
288,register classify analyze analyze escalate analyze escalate wait,7,analyze
288,register classify analyze analyze escalate analyze escalate wait analyze,8,escalate
288,register classify analyze analyze escalate analyze escalate wait analyze escalate,9,analyze
288,register classify analyze analyze escalate analyze escalate wait analyze escalate analyze,10,escalate
288,register classify analyze analyze escalate analyze escalate wait analyze escalate analyze escalate,11,analyze
288,register classify analyze analyze escalate analyze escalate wait analyze escalate analyze escalate analyze,12,wait
288,register classify analyze analyze escalate analyze escalate wait analyze escalate analyze escalate analyze wait,13,escalate
288,register classify analyze analyze escalate analyze escalate wait analyze escalate analyze escalate analyze wait escalate,14,wait
288,register classify analyze analyze escalate analyze escalate wait analyze escalate analyze escalate analyze wait escalate wait,15,escalate
288,register classify analyze analyze escalate analyze escalate wait analyze escalate analyze escalate analyze wait escalate wait escalate,16,analyze
289,register,0,classify
289,register classify,1,analyze
289,register classify analyze,2,escalate
289,register classify analyze escalate,3,resolve
289,register classify analyze escalate resolve,4,wait
289,register classify analyze escalate resolve wait,5,analyze
289,register classify analyze escalate resolve wait analyze,6,escalate
289,register classify analyze escalate resolve wait analyze escalate,7,analyze
289,register classify analyze escalate resolve wait analyze escalate analyze,8,resolve
289,register classify analyze escalate resolve wait analyze escalate analyze resolve,9,resolve
289,register classify analyze escalate resolve wait analyze escalate analyze resolve resolve,10,close
290,register,0,classify
290,register classify,1,analyze
290,register classify analyze,2,resolve
290,register classify analyze resolve,3,close
291,register,0,classify
291,register classify,1,analyze
291,register classify analyze,2,escalate
291,register classify analyze escalate,3,resolve
291,register classify analyze escalate resolve,4,close
292,register,0,classify
292,register classify,1,analyze
292,register classify analyze,2,escalate
292,register classify analyze escalate,3,resolve
292,register classify analyze escalate resolve,4,close
293,register,0,classify
293,register classify,1,wait
293,register classify wait,2,resolve
293,register classify wait resolve,3,close
294,register,0,classify
294,register classify,1,analyze
294,register classify analyze,2,resolve
294,register classify analyze resolve,3,close
295,register,0,classify
295,register classify,1,analyze
295,register classify analyze,2,resolve
295,register classify analyze resolve,3,close
296,register,0,classify
296,register classify,1,wait
296,register classify wait,2,resolve
296,register classify wait resolve,3,close
297,register,0,classify
297,register classify,1,escalate
297,register classify escalate,2,resolve
297,register classify escalate resolve,3,close
298,register,0,classify
298,register classify,1,analyze
298,register classify analyze,2,resolve
298,register classify analyze resolve,3,close
299,register,0,classify
299,register classify,1,escalate
299,register classify escalate,2,analyze
299,register classify escalate analyze,3,escalate
299,register classify escalate analyze escalate,4,resolve
299,register classify escalate analyze escalate resolve,5,resolve
299,register classify escalate analyze escalate resolve resolve,6,close
300,register,0,classify
300,register classify,1,analyze
300,register classify analyze,2,analyze
300,register classify analyze analyze,3,wait
300,register classify analyze analyze wait,4,resolve
300,register classify analyze analyze wait resolve,5,close
301,register,0,classify
301,register classify,1,analyze
301,register classify analyze,2,wait
301,register classify analyze wait,3,analyze
301,register classify analyze wait analyze,4,analyze
301,register classify analyze wait analyze analyze,5,resolve
301,register classify analyze wait analyze analyze resolve,6,close
302,register,0,classify
302,register classify,1,analyze
302,register classify analyze,2,escalate
302,register classify analyze escalate,3,analyze
302,register classify analyze escalate analyze,4,wait
302,register classify analyze escalate analyze wait,5,analyze
302,register classify analyze escalate analyze wait analyze,6,resolve
302,register classify analyze escalate analyze wait analyze resolve,7,close
303,register,0,classify
303,register classify,1,analyze
303,register classify analyze,2,wait
303,register classify analyze wait,3,close
304,register,0,classify
304,register classify,1,analyze
304,register classify analyze,2,escalate
304,register classify analyze escalate,3,resolve
304,register classify analyze escalate resolve,4,close
305,register,0,classify
305,register classify,1,analyze
305,register classify analyze,2,resolve
305,register classify analyze resolve,3,close
306,register,0,classify
306,register classify,1,analyze
306,register classify analyze,2,resolve
306,register classify analyze resolve,3,close
307,register,0,classify
307,register classify,1,analyze
307,register classify analyze,2,escalate
307,register classify analyze escalate,3,wait
307,register classify analyze escalate wait,4,resolve
307,register classify analyze escalate wait resolve,5,wait
307,register classify analyze escalate wait resolve wait,6,escalate
307,register classify analyze escalate wait resolve wait escalate,7,wait
307,register classify analyze escalate wait resolve wait escalate wait,8,analyze
307,register classify analyze escalate wait resolve wait escalate wait analyze,9,analyze
307,register classify analyze escalate wait resolve wait escalate wait analyze analyze,10,resolve
307,register classify analyze escalate wait resolve wait escalate wait analyze analyze resolve,11,close
308,register,0,classify
308,register classify,1,analyze
308,register classify analyze,2,resolve
308,register classify analyze resolve,3,close
309,register,0,classify
309,register classify,1,analyze
309,register classify analyze,2,resolve
309,register classify analyze resolve,3,close
310,register,0,classify
310,register classify,1,analyze
310,register classify analyze,2,resolve
310,register classify analyze resolve,3,analyze
310,register classify analyze resolve analyze,4,wait
310,register classify analyze resolve analyze wait,5,close
311,register,0,classify
311,register classify,1,resolve
311,register classify resolve,2,wait
311,register classify resolve wait,3,resolve
311,register classify resolve wait resolve,4,analyze
311,register classify resolve wait resolve analyze,5,escalate
311,register classify resolve wait resolve analyze escalate,6,resolve
311,register classify resolve wait resolve analyze escalate resolve,7,resolve
311,register classify resolve wait resolve analyze escalate resolve resolve,8,analyze
311,register classify resolve wait resolve analyze escalate resolve resolve analyze,9,escalate
311,register classify resolve wait resolve analyze escalate resolve resolve analyze escalate,10,analyze
311,register classify resolve wait resolve analyze escalate resolve resolve analyze escalate analyze,11,wait
311,register classify resolve wait resolve analyze escalate resolve resolve analyze escalate analyze wait,12,close
312,register,0,classify
312,register classify,1,escalate
312,register classify escalate,2,analyze
312,register classify escalate analyze,3,analyze
312,register classify escalate analyze analyze,4,wait
312,register classify escalate analyze analyze wait,5,analyze
312,register classify escalate analyze analyze wait analyze,6,escalate
312,register classify escalate analyze analyze wait analyze escalate,7,resolve
312,register classify escalate analyze analyze wait analyze escalate resolve,8,close
313,register,0,classify
313,register classify,1,wait
313,register classify wait,2,escalate
313,register classify wait escalate,3,analyze
313,register classify wait escalate analyze,4,escalate
313,register classify wait escalate analyze escalate,5,resolve
313,register classify wait escalate analyze escalate resolve,6,close
314,register,0,classify
314,register classify,1,analyze
314,register classify analyze,2,escalate
314,register classify analyze escalate,3,analyze
314,register classify analyze escalate analyze,4,escalate
314,register classify analyze escalate analyze escalate,5,resolve
314,register classify analyze escalate analyze escalate resolve,6,close
315,register,0,classify
315,register classify,1,wait
315,register classify wait,2,escalate
315,register classify wait escalate,3,analyze
315,register classify wait escalate analyze,4,escalate
315,register classify wait escalate analyze escalate,5,analyze
315,register classify wait escalate analyze escalate analyze,6,resolve
315,register classify wait escalate analyze escalate analyze resolve,7,wait
315,register classify wait escalate analyze escalate analyze resolve wait,8,analyze
315,register classify wait escalate analyze escalate analyze resolve wait analyze,9,resolve
315,register classify wait escalate analyze escalate analyze resolve wait analyze resolve,10,close
316,register,0,analyze
316,register analyze,1,resolve
316,register analyze resolve,2,resolve
316,register analyze resolve resolve,3,close
317,register,0,classify
317,register classify,1,analyze
317,register classify analyze,2,resolve
317,register classify analyze resolve,3,close
318,register,0,classify
318,register classify,1,escalate
318,register classify escalate,2,analyze
318,register classify escalate analyze,3,resolve
318,register classify escalate analyze resolve,4,close
319,register,0,classify
319,register classify,1,analyze
319,register classify analyze,2,resolve
319,register classify analyze resolve,3,close
320,register,0,classify
320,register classify,1,analyze
320,register classify analyze,2,wait
320,register classify analyze wait,3,resolve
320,register classify analyze wait resolve,4,resolve
320,register classify analyze wait resolve resolve,5,analyze
320,register classify analyze wait resolve resolve analyze,6,resolve
320,register classify analyze wait resolve resolve analyze resolve,7,close
321,register,0,classify
321,register classify,1,analyze
321,register classify analyze,2,wait
321,register classify analyze wait,3,wait
321,register classify analyze wait wait,4,analyze
321,register classify analyze wait wait analyze,5,analyze
321,register classify analyze wait wait analyze analyze,6,escalate
321,register classify analyze wait wait analyze analyze escalate,7,analyze
321,register classify analyze wait wait analyze analyze escalate analyze,8,wait
321,register classify analyze wait wait analyze analyze escalate analyze wait,9,close
322,register,0,classify
322,register classify,1,analyze
322,register classify analyze,2,wait
322,register classify analyze wait,3,analyze
322,register classify analyze wait analyze,4,resolve
322,register classify analyze wait analyze resolve,5,close
323,register,0,analyze
323,register analyze,1,resolve
323,register analyze resolve,2,analyze
323,register analyze resolve analyze,3,escalate
323,register analyze resolve analyze escalate,4,wait
323,register analyze resolve analyze escalate wait,5,resolve
323,register analyze resolve analyze escalate wait resolve,6,close
324,register,0,classify
324,register classify,1,analyze
324,register classify analyze,2,resolve
324,register classify analyze resolve,3,close
325,register,0,classify
325,register classify,1,escalate
325,register classify escalate,2,analyze
325,register classify escalate analyze,3,resolve
325,register classify escalate analyze resolve,4,close
326,register,0,classify
326,register classify,1,wait
326,register classify wait,2,resolve
326,register classify wait resolve,3,close
327,register,0,classify
327,register classify,1,analyze
327,register classify analyze,2,resolve
327,register classify analyze resolve,3,close
328,register,0,classify
328,register classify,1,analyze
328,register classify analyze,2,escalate
328,register classify analyze escalate,3,wait
328,register classify analyze escalate wait,4,analyze
328,register classify analyze escalate wait analyze,5,wait
328,register classify analyze escalate wait analyze wait,6,resolve
328,register classify analyze escalate wait analyze wait resolve,7,close
329,register,0,classify
329,register classify,1,escalate
329,register classify escalate,2,analyze
329,register classify escalate analyze,3,analyze
329,register classify escalate analyze analyze,4,escalate
329,register classify escalate analyze analyze escalate,5,resolve
329,register classify escalate analyze analyze escalate resolve,6,close
330,register,0,classify
330,register classify,1,analyze
330,register classify analyze,2,resolve
330,register classify analyze resolve,3,close
331,register,0,classify
331,register classify,1,analyze
331,register classify analyze,2,analyze
331,register classify analyze analyze,3,resolve
331,register classify analyze analyze resolve,4,close
332,register,0,classify
332,register classify,1,wait
332,register classify wait,2,analyze
332,register classify wait analyze,3,resolve
332,register classify wait analyze resolve,4,close
333,register,0,classify
333,register classify,1,wait
333,register classify wait,2,resolve
333,register classify wait resolve,3,close
334,register,0,classify
334,register classify,1,analyze
334,register classify analyze,2,wait
334,register classify analyze wait,3,resolve
334,register classify analyze wait resolve,4,resolve
334,register classify analyze wait resolve resolve,5,resolve
334,register classify analyze wait resolve resolve resolve,6,analyze
334,register classify analyze wait resolve resolve resolve analyze,7,resolve
334,register classify analyze wait resolve resolve resolve analyze resolve,8,close
335,register,0,classify
335,register classify,1,analyze
335,register classify analyze,2,wait
335,register classify analyze wait,3,analyze
335,register classify analyze wait analyze,4,analyze
335,register classify analyze wait analyze analyze,5,escalate
335,register classify analyze wait analyze analyze escalate,6,wait
335,register classify analyze wait analyze analyze escalate wait,7,resolve
335,register classify analyze wait analyze analyze escalate wait resolve,8,close
336,register,0,analyze
336,register analyze,1,analyze
336,register analyze analyze,2,analyze
336,register analyze analyze analyze,3,close
337,register,0,classify
337,register classify,1,analyze
337,register classify analyze,2,resolve
337,register classify analyze resolve,3,close
338,register,0,classify
338,register classify,1,analyze
338,register classify analyze,2,escalate
338,register classify analyze escalate,3,analyze
338,register classify analyze escalate analyze,4,resolve
338,register classify analyze escalate analyze resolve,5,close
339,register,0,classify
339,register classify,1,analyze
339,register classify analyze,2,wait
339,register classify analyze wait,3,resolve
339,register classify analyze wait resolve,4,resolve
339,register classify analyze wait resolve resolve,5,close
340,register,0,classify
340,register classify,1,analyze
340,register classify analyze,2,resolve
340,register classify analyze resolve,3,close
341,register,0,classify
341,register classify,1,analyze
341,register classify analyze,2,escalate
341,register classify analyze escalate,3,analyze
341,register classify analyze escalate analyze,4,escalate
341,register classify analyze escalate analyze escalate,5,analyze
341,register classify analyze escalate analyze escalate analyze,6,resolve
341,register classify analyze escalate analyze escalate analyze resolve,7,resolve
341,register classify analyze escalate analyze escalate analyze resolve resolve,8,close
342,register,0,analyze
342,register analyze,1,escalate
342,register analyze escalate,2,resolve
342,register analyze escalate resolve,3,close
343,register,0,classify
343,register classify,1,analyze
343,register classify analyze,2,resolve
343,register classify analyze resolve,3,close
344,register,0,classify
344,register classify,1,analyze
344,register classify analyze,2,wait
344,register classify analyze wait,3,wait
344,register classify analyze wait wait,4,resolve
344,register classify analyze wait wait resolve,5,close
345,register,0,classify
345,register classify,1,analyze
345,register classify analyze,2,escalate
345,register classify analyze escalate,3,wait
345,register classify analyze escalate wait,4,escalate
345,register classify analyze escalate wait escalate,5,analyze
345,register classify analyze escalate wait escalate analyze,6,resolve
345,register classify analyze escalate wait escalate analyze resolve,7,close
346,register,0,classify
346,register classify,1,analyze
346,register classify analyze,2,resolve
346,register classify analyze resolve,3,close
347,register,0,analyze
347,register analyze,1,resolve
347,register analyze resolve,2,resolve
347,register analyze resolve resolve,3,close
348,register,0,classify
348,register classify,1,analyze
348,register classify analyze,2,analyze
348,register classify analyze analyze,3,resolve
348,register classify analyze analyze resolve,4,close
349,register,0,classify
349,register classify,1,analyze
349,register classify analyze,2,wait
349,register classify analyze wait,3,resolve
349,register classify analyze wait resolve,4,close
350,register,0,classify
350,register classify,1,analyze
350,register classify analyze,2,escalate
350,register classify analyze escalate,3,resolve
350,register classify analyze escalate resolve,4,resolve
350,register classify analyze escalate resolve resolve,5,close
351,register,0,classify
351,register classify,1,wait
351,register classify wait,2,analyze
351,register classify wait analyze,3,analyze
351,register classify wait analyze analyze,4,wait
351,register classify wait analyze analyze wait,5,resolve
351,register classify wait analyze analyze wait resolve,6,close
352,register,0,analyze
352,register analyze,1,resolve
352,register analyze resolve,2,resolve
352,register analyze resolve resolve,3,analyze
352,register analyze resolve resolve analyze,4,resolve
352,register analyze resolve resolve analyze resolve,5,close
353,register,0,classify
353,register classify,1,wait
353,register classify wait,2,analyze
353,register classify wait analyze,3,resolve
353,register classify wait analyze resolve,4,close
354,register,0,classify
354,register classify,1,analyze
354,register classify analyze,2,resolve
354,register classify analyze resolve,3,close
355,register,0,classify
355,register classify,1,analyze
355,register classify analyze,2,resolve
355,register classify analyze resolve,3,close
356,register,0,classify
356,register classify,1,analyze
356,register classify analyze,2,analyze
356,register classify analyze analyze,3,escalate
356,register classify analyze analyze escalate,4,analyze
356,register classify analyze analyze escalate analyze,5,resolve
356,register classify analyze analyze escalate analyze resolve,6,close
357,register,0,classify
357,register classify,1,analyze
357,register classify analyze,2,resolve
357,register classify analyze resolve,3,close
358,register,0,classify
358,register classify,1,analyze
358,register classify analyze,2,escalate
358,register classify analyze escalate,3,resolve
358,register classify analyze escalate resolve,4,analyze
358,register classify analyze escalate resolve analyze,5,resolve
358,register classify analyze escalate resolve analyze resolve,6,close
359,register,0,classify
359,register classify,1,analyze
359,register classify analyze,2,resolve
359,register classify analyze resolve,3,close
360,register,0,classify
360,register classify,1,analyze
360,register classify analyze,2,wait
360,register classify analyze wait,3,analyze
360,register classify analyze wait analyze,4,escalate
360,register classify analyze wait analyze escalate,5,resolve
360,register classify analyze wait analyze escalate resolve,6,close
361,register,0,classify
361,register classify,1,analyze
361,register classify analyze,2,escalate
361,register classify analyze escalate,3,resolve
361,register classify analyze escalate resolve,4,close
362,register,0,classify
362,register classify,1,analyze
362,register classify analyze,2,wait
362,register classify analyze wait,3,wait
362,register classify analyze wait wait,4,analyze
362,register classify analyze wait wait analyze,5,resolve
362,register classify analyze wait wait analyze resolve,6,close
363,register,0,classify
363,register classify,1,analyze
363,register classify analyze,2,resolve
363,register classify analyze resolve,3,close
364,register,0,classify
364,register classify,1,analyze
364,register classify analyze,2,wait
364,register classify analyze wait,3,analyze
364,register classify analyze wait analyze,4,wait
364,register classify analyze wait analyze wait,5,analyze
364,register classify analyze wait analyze wait analyze,6,escalate
364,register classify analyze wait analyze wait analyze escalate,7,analyze
364,register classify analyze wait analyze wait analyze escalate analyze,8,wait
364,register classify analyze wait analyze wait analyze escalate analyze wait,9,close
365,register,0,classify
365,register classify,1,analyze
365,register classify analyze,2,resolve
365,register classify analyze resolve,3,close
366,register,0,classify
366,register classify,1,analyze
366,register classify analyze,2,wait
366,register classify analyze wait,3,resolve
366,register classify analyze wait resolve,4,close
367,register,0,classify
367,register classify,1,analyze
367,register classify analyze,2,resolve
367,register classify analyze resolve,3,close
368,register,0,classify
368,register classify,1,analyze
368,register classify analyze,2,escalate
368,register classify analyze escalate,3,analyze
368,register classify analyze escalate analyze,4,analyze
368,register classify analyze escalate analyze analyze,5,analyze
368,register classify analyze escalate analyze analyze analyze,6,escalate
368,register classify analyze escalate analyze analyze analyze escalate,7,analyze
368,register classify analyze escalate analyze analyze analyze escalate analyze,8,resolve
368,register classify analyze escalate analyze analyze analyze escalate analyze resolve,9,close
369,register,0,classify
369,register classify,1,analyze
369,register classify analyze,2,wait
369,register classify analyze wait,3,resolve
369,register classify analyze wait resolve,4,close
370,register,0,classify
370,register classify,1,wait
370,register classify wait,2,analyze
370,register classify wait analyze,3,resolve
370,register classify wait analyze resolve,4,close
371,register,0,classify
371,register classify,1,analyze
371,register classify analyze,2,resolve
371,register classify analyze resolve,3,close
372,register,0,analyze
372,register analyze,1,resolve
372,register analyze resolve,2,resolve
372,register analyze resolve resolve,3,close
373,register,0,classify
373,register classify,1,wait
373,register classify wait,2,wait
373,register classify wait wait,3,resolve
373,register classify wait wait resolve,4,close
374,register,0,classify
374,register classify,1,resolve
374,register classify resolve,2,resolve
374,register classify resolve resolve,3,close
375,register,0,classify
375,register classify,1,analyze
375,register classify analyze,2,resolve
375,register classify analyze resolve,3,close
376,register,0,classify
376,register classify,1,analyze
376,register classify analyze,2,escalate
376,register classify analyze escalate,3,analyze
376,register classify analyze escalate analyze,4,resolve
376,register classify analyze escalate analyze resolve,5,close
377,register,0,classify
377,register classify,1,analyze
377,register classify analyze,2,escalate
377,register classify analyze escalate,3,resolve
377,register classify analyze escalate resolve,4,close
378,register,0,classify
378,register classify,1,analyze
378,register classify analyze,2,resolve
378,register classify analyze resolve,3,wait
378,register classify analyze resolve wait,4,resolve
378,register classify analyze resolve wait resolve,5,close
379,register,0,classify
379,register classify,1,analyze
379,register classify analyze,2,escalate
379,register classify analyze escalate,3,analyze
379,register classify analyze escalate analyze,4,resolve
379,register classify analyze escalate analyze resolve,5,close
380,register,0,classify
380,register classify,1,resolve
380,register classify resolve,2,resolve
380,register classify resolve resolve,3,close
381,register,0,classify
381,register classify,1,analyze
381,register classify analyze,2,resolve
381,register classify analyze resolve,3,close
382,register,0,classify
382,register classify,1,analyze
382,register classify analyze,2,analyze
382,register classify analyze analyze,3,resolve
382,register classify analyze analyze resolve,4,close
383,register,0,classify
383,register classify,1,analyze
383,register classify analyze,2,resolve
383,register classify analyze resolve,3,analyze
383,register classify analyze resolve analyze,4,analyze
383,register classify analyze resolve analyze analyze,5,analyze
383,register classify analyze resolve analyze analyze analyze,6,close
384,register,0,classify
384,register classify,1,analyze
384,register classify analyze,2,resolve
384,register classify analyze resolve,3,close
385,register,0,classify
385,register classify,1,analyze
385,register classify analyze,2,resolve
385,register classify analyze resolve,3,close
386,register,0,classify
386,register classify,1,analyze
386,register classify analyze,2,resolve
386,register classify analyze resolve,3,close
387,register,0,classify
387,register classify,1,analyze
387,register classify analyze,2,escalate
387,register classify analyze escalate,3,analyze
387,register classify analyze escalate analyze,4,resolve
387,register classify analyze escalate analyze resolve,5,close
388,register,0,classify
388,register classify,1,analyze
388,register classify analyze,2,wait
388,register classify analyze wait,3,wait
388,register classify analyze wait wait,4,analyze
388,register classify analyze wait wait analyze,5,escalate
388,register classify analyze wait wait analyze escalate,6,resolve
388,register classify analyze wait wait analyze escalate resolve,7,analyze
388,register classify analyze wait wait analyze escalate resolve analyze,8,escalate
388,register classify analyze wait wait analyze escalate resolve analyze escalate,9,analyze
388,register classify analyze wait wait analyze escalate resolve analyze escalate analyze,10,resolve
388,register classify analyze wait wait analyze escalate resolve analyze escalate analyze resolve,11,close
389,register,0,analyze
389,register analyze,1,resolve
389,register analyze resolve,2,wait
389,register analyze resolve wait,3,resolve
389,register analyze resolve wait resolve,4,close
390,register,0,classify
390,register classify,1,wait
390,register classify wait,2,wait
390,register classify wait wait,3,wait
390,register classify wait wait wait,4,resolve
390,register classify wait wait wait resolve,5,close
391,register,0,analyze
391,register analyze,1,escalate
391,register analyze escalate,2,analyze
391,register analyze escalate analyze,3,analyze
391,register analyze escalate analyze analyze,4,close
392,register,0,classify
392,register classify,1,analyze
392,register classify analyze,2,resolve
392,register classify analyze resolve,3,close
393,register,0,classify
393,register classify,1,analyze
393,register classify analyze,2,resolve
393,register classify analyze resolve,3,close
394,register,0,classify
394,register classify,1,analyze
394,register classify analyze,2,resolve
394,register classify analyze resolve,3,close
395,register,0,classify
395,register classify,1,wait
395,register classify wait,2,analyze
395,register classify wait analyze,3,resolve
395,register classify wait analyze resolve,4,close
396,register,0,classify
396,register classify,1,analyze
396,register classify analyze,2,escalate
396,register classify analyze escalate,3,resolve
396,register classify analyze escalate resolve,4,close
397,register,0,classify
397,register classify,1,escalate
397,register classify escalate,2,analyze
397,register classify escalate analyze,3,resolve
397,register classify escalate analyze resolve,4,close
398,register,0,classify
398,register classify,1,analyze
398,register classify analyze,2,escalate
398,register classify analyze escalate,3,resolve
398,register classify analyze escalate resolve,4,close
399,register,0,classify
399,register classify,1,analyze
399,register classify analyze,2,escalate
