Case ID,n_A,n_O,n_W,has_A,has_O,has_W
184628,3,0,1,1,0,1
184631,3,0,0,1,0,0
184634,3,0,1,1,0,1
184637,8,5,6,1,1,1
184640,4,0,17,1,0,1
184643,3,0,0,1,0,0
184646,4,0,12,1,0,1
184649,3,0,0,1,0,0
184652,6,5,47,1,1,1
184655,8,5,11,1,1,1
184658,3,0,1,1,0,1
184661,3,0,0,1,0,0
184664,3,0,0,1,0,0
184667,8,9,6,1,1,1
184670,3,0,0,1,0,0
184673,8,5,9,1,1,1
184676,6,5,4,1,1,1
184679,4,0,6,1,0,1
184682,3,0,0,1,0,0
184685,4,0,2,1,0,1
184688,4,0,1,1,0,1
184691,8,5,28,1,1,1
184694,4,0,3,1,0,1
184697,4,0,8,1,0,1
184700,3,0,0,1,0,0
184703,3,0,1,1,0,1
184706,8,13,10,1,1,1
184709,3,0,2,1,0,1
184712,6,8,8,1,1,1
184715,3,0,1,1,0,1
184718,3,0,2,1,0,1
184721,3,0,0,1,0,0
184724,6,8,6,1,1,1
184727,3,0,1,1,0,1
184730,4,0,1,1,0,1
184733,4,0,7,1,0,1
184736,8,10,20,1,1,1
184739,8,5,7,1,1,1
184742,3,0,1,1,0,1
184745,3,0,0,1,0,0
184748,3,0,1,1,0,1
184751,8,9,8,1,1,1
184754,4,0,4,1,0,1
184757,6,4,11,1,1,1
184760,8,5,3,1,1,1
184763,4,0,2,1,0,1
184766,3,0,0,1,0,0
184769,3,0,0,1,0,0
184772,4,0,2,1,0,1
184775,3,0,0,1,0,0
184778,6,5,9,1,1,1
184781,8,5,11,1,1,1
184784,8,13,19,1,1,1
184787,8,9,31,1,1,1
184790,6,4,4,1,1,1
184793,6,9,6,1,1,1
184796,4,0,5,1,0,1
184799,8,5,8,1,1,1
184802,4,0,2,1,0,1
184805,3,0,0,1,0,0
184808,6,9,5,1,1,1
184811,3,0,1,1,0,1
184814,8,9,20,1,1,1
184817,3,0,1,1,0,1
184820,8,5,8,1,1,1
184823,4,0,6,1,0,1
184826,6,8,19,1,1,1
184829,6,4,14,1,1,1
184832,8,9,12,1,1,1
184835,3,0,0,1,0,0
184838,6,4,15,1,1,1
184841,3,0,0,1,0,0
184844,4,0,3,1,0,1
184847,3,0,0,1,0,0
184850,6,4,10,1,1,1
184853,8,5,11,1,1,1
184856,3,0,0,1,0,0
184859,3,0,0,1,0,0
184862,3,0,0,1,0,0
184865,8,9,5,1,1,1
184868,4,0,2,1,0,1
184871,4,0,3,1,0,1
184874,3,0,0,1,0,0
184877,3,0,0,1,0,0
184880,3,0,0,1,0,0
184883,3,0,1,1,0,1
184886,3,0,0,1,0,0
184889,6,4,4,1,1,1
184892,3,0,0,1,0,0
184895,6,4,4,1,1,1
184898,4,0,5,1,0,1
184901,3,0,1,1,0,1
184904,3,0,1,1,0,1
184907,3,0,1,1,0,1
184910,3,0,1,1,0,1
184913,3,0,0,1,0,0
184916,3,0,0,1,0,0
184919,3,0,1,1,0,1
184922,4,0,7,1,0,1
184925,3,0,0,1,0,0
184928,6,4,6,1,1,1
184931,3,0,1,1,0,1
184934,3,0,0,1,0,0
184937,3,0,0,1,0,0
184940,5,0,10,1,0,1
184943,3,0,0,1,0,0
184946,3,0,1,1,0,1
184949,8,5,6,1,1,1
184952,8,5,20,1,1,1
184955,6,17,20,1,1,1
184958,3,0,1,1,0,1
184961,8,5,13,1,1,1
184964,3,0,0,1,0,0
184967,4,0,3,1,0,1
184970,3,0,0,1,0,0
184973,3,0,0,1,0,0
184976,3,0,1,1,0,1
184979,6,4,7,1,1,1
184982,4,0,9,1,0,1
184985,6,5,20,1,1,1
184988,3,0,1,1,0,1
184991,6,5,31,1,1,1
184994,3,0,0,1,0,0
184997,3,0,1,1,0,1
185000,3,0,0,1,0,0
185003,6,4,18,1,1,1
185006,6,5,3,1,1,1
185009,3,0,0,1,0,0
185012,3,0,0,1,0,0
185015,3,0,0,1,0,0
185018,4,0,2,1,0,1
185021,4,0,2,1,0,1
185024,8,5,5,1,1,1
185027,6,8,14,1,1,1
185030,3,0,0,1,0,0
185033,4,0,5,1,0,1
185036,3,0,0,1,0,0
185039,8,5,10,1,1,1
185042,3,0,0,1,0,0
185045,8,5,25,1,1,1
185048,6,4,5,1,1,1
185051,8,5,24,1,1,1
185054,3,0,0,1,0,0
185057,5,0,4,1,0,1
185060,6,5,6,1,1,1
185063,3,0,0,1,0,0
185066,3,0,1,1,0,1
185069,6,4,12,1,1,1
185072,3,0,1,1,0,1
185075,6,5,25,1,1,1
185078,6,5,6,1,1,1
185099,3,0,2,1,0,1
185102,4,0,4,1,0,1
185105,6,5,4,1,1,1
185108,3,0,0,1,0,0
185111,6,8,15,1,1,1
185114,8,5,9,1,1,1
185117,6,4,4,1,1,1
185120,3,0,0,1,0,0
185123,4,0,17,1,0,1
185126,8,9,12,1,1,1
185129,3,0,0,1,0,0
185132,3,0,0,1,0,0
185135,3,0,0,1,0,0
185138,3,0,0,1,0,0
185141,6,5,10,1,1,1
185144,4,0,1,1,0,1
185147,6,5,19,1,1,1
185150,3,0,1,1,0,1
185153,4,0,2,1,0,1
185156,3,0,1,1,0,1
185159,8,5,6,1,1,1
185162,8,10,10,1,1,1
185165,6,4,8,1,1,1
185168,3,0,1,1,0,1
185171,3,0,1,1,0,1
185174,6,4,6,1,1,1
185177,8,9,6,1,1,1
185180,3,0,1,1,0,1
185183,3,0,3,1,0,1
185186,3,0,0,1,0,0
185189,3,0,0,1,0,0
185192,3,0,0,1,0,0
185195,3,0,1,1,0,1
185198,3,0,1,1,0,1
185201,6,5,14,1,1,1
185204,4,0,8,1,0,1
185207,4,0,2,1,0,1
185210,4,0,3,1,0,1
185213,6,5,17,1,1,1
185216,6,9,15,1,1,1
185219,8,5,7,1,1,1
185222,3,0,0,1,0,0
185225,3,0,1,1,0,1
185228,3,0,0,1,0,0
185231,3,0,0,1,0,0
185234,8,5,6,1,1,1
185237,3,0,0,1,0,0
185240,3,0,0,1,0,0
185243,3,0,1,1,0,1
185246,6,4,7,1,1,1
185249,3,0,0,1,0,0
185252,4,0,14,1,0,1
185255,8,5,6,1,1,1
185258,3,0,2,1,0,1
185261,8,21,18,1,1,1
185264,3,0,1,1,0,1
185267,8,10,29,1,1,1
185270,8,5,6,1,1,1
185273,6,9,27,1,1,1
185276,3,0,1,1,0,1
185279,8,5,21,1,1,1
185282,4,0,1,1,0,1
185285,4,0,3,1,0,1
185288,3,0,0,1,0,0
185291,3,0,0,1,0,0
185294,3,0,0,1,0,0
185297,3,0,1,1,0,1
185300,3,0,0,1,0,0
185303,6,4,5,1,1,1
185306,8,5,7,1,1,1
185309,6,8,4,1,1,1
185312,6,4,6,1,1,1
185315,6,4,7,1,1,1
185318,4,0,2,1,0,1
185321,3,0,0,1,0,0
185324,3,0,0,1,0,0
185327,6,8,10,1,1,1
185330,3,0,1,1,0,1
185333,3,0,1,1,0,1
185336,3,0,1,1,0,1
185339,4,0,2,1,0,1
185342,3,0,0,1,0,0
185345,3,0,1,1,0,1
185348,6,9,27,1,1,1
185351,6,5,15,1,1,1
185354,4,0,5,1,0,1
185357,3,0,1,1,0,1
185360,4,0,12,1,0,1
185363,3,0,1,1,0,1
185366,3,0,1,1,0,1
185369,4,0,8,1,0,1
185372,8,5,7,1,1,1
185379,6,5,4,1,1,1
185382,8,5,7,1,1,1
185385,3,0,2,1,0,1
185388,8,9,20,1,1,1
185391,3,0,1,1,0,1
185394,3,0,0,1,0,0
185397,8,5,16,1,1,1
185400,3,0,1,1,0,1
185403,6,8,23,1,1,1
185406,3,0,1,1,0,1
185409,3,0,1,1,0,1
185419,3,0,1,1,0,1
185422,3,0,1,1,0,1
185425,4,0,11,1,0,1
185428,6,4,7,1,1,1
185431,3,0,1,1,0,1
185434,3,0,1,1,0,1
185437,3,0,1,1,0,1
185440,4,0,7,1,0,1
185443,3,0,1,1,0,1
185446,3,0,1,1,0,1
185449,8,5,9,1,1,1
185452,6,8,5,1,1,1
185455,8,5,9,1,1,1
185458,4,0,6,1,0,1
185461,8,5,3,1,1,1
185464,8,14,34,1,1,1
185467,6,8,12,1,1,1
185470,6,5,12,1,1,1
185473,8,5,5,1,1,1
185476,3,0,1,1,0,1
185479,4,0,2,1,0,1
185482,8,5,10,1,1,1
185485,3,0,1,1,0,1
185488,4,0,5,1,0,1
185491,3,0,1,1,0,1
185494,4,0,1,1,0,1
185497,3,0,1,1,0,1
185500,3,0,1,1,0,1
185503,4,0,2,1,0,1
185506,8,5,6,1,1,1
185509,4,0,3,1,0,1
185512,3,0,0,1,0,0
185515,8,5,10,1,1,1
185518,4,0,10,1,0,1
185521,3,0,0,1,0,0
185524,8,5,14,1,1,1
185527,3,0,2,1,0,1
185530,3,0,0,1,0,0
185533,4,0,7,1,0,1
185536,6,4,21,1,1,1
185539,4,0,14,1,0,1
185542,3,0,0,1,0,0
185545,3,0,0,1,0,0
185548,6,21,69,1,1,1
185551,3,0,0,1,0,0
185554,6,8,9,1,1,1
185557,8,5,8,1,1,1
185560,6,5,3,1,1,1
185563,6,4,7,1,1,1
185566,3,0,1,1,0,1
185569,4,0,9,1,0,1
185572,3,0,0,1,0,0
185575,3,0,0,1,0,0
185578,3,0,0,1,0,0
185581,3,0,0,1,0,0
185584,6,4,7,1,1,1
185587,4,0,10,1,0,1
185590,3,0,2,1,0,1
185593,3,0,0,1,0,0
185596,3,0,0,1,0,0
185599,4,0,4,1,0,1
185602,3,0,1,1,0,1
185605,6,4,8,1,1,1
185608,3,0,0,1,0,0
185611,3,0,0,1,0,0
185614,6,4,6,1,1,1
185617,8,5,16,1,1,1
185620,6,5,10,1,1,1
185623,3,0,1,1,0,1
185626,4,0,6,1,0,1
185629,6,5,4,1,1,1
185632,3,0,1,1,0,1
185635,4,0,3,1,0,1
185638,4,0,17,1,0,1
185641,4,0,5,1,0,1
185644,6,4,14,1,1,1
185647,3,0,0,1,0,0
185650,6,8,14,1,1,1
185653,6,5,5,1,1,1
185656,3,0,0,1,0,0
185659,3,0,2,1,0,1
185662,3,0,0,1,0,0
185665,8,5,5,1,1,1
185668,8,5,5,1,1,1
185671,3,0,0,1,0,0
185674,8,9,8,1,1,1
185677,3,0,2,1,0,1
185680,3,0,0,1,0,0
185683,6,5,25,1,1,1
185686,3,0,1,1,0,1
185689,6,4,3,1,1,1
185692,8,5,8,1,1,1
185695,3,0,1,1,0,1
185698,4,0,10,1,0,1
185701,6,4,10,1,1,1
185704,3,0,0,1,0,0
185707,3,0,0,1,0,0
185710,8,5,18,1,1,1
185719,3,0,0,1,0,0
185722,8,5,12,1,1,1
185725,4,0,6,1,0,1
185728,6,8,4,1,1,1
185731,4,0,5,1,0,1
185734,3,0,0,1,0,0
185737,3,0,1,1,0,1
185740,8,5,3,1,1,1
185743,3,0,0,1,0,0
185746,4,0,10,1,0,1
185749,4,0,8,1,0,1
185752,3,0,0,1,0,0
185755,6,4,10,1,1,1
185759,8,5,25,1,1,1
185762,8,9,16,1,1,1
185765,3,0,0,1,0,0
185768,3,0,1,1,0,1
185771,6,5,9,1,1,1
185774,3,0,0,1,0,0
185777,8,5,23,1,1,1
185780,8,13,23,1,1,1
185783,3,0,1,1,0,1
185786,4,0,24,1,0,1
185789,8,5,4,1,1,1
185792,4,0,1,1,0,1
185795,8,5,12,1,1,1
185798,6,5,10,1,1,1
185801,6,4,10,1,1,1
185804,8,10,20,1,1,1
185807,6,4,5,1,1,1
185810,3,0,0,1,0,0
185813,3,0,1,1,0,1
185816,3,0,1,1,0,1
185819,8,13,7,1,1,1
185822,3,0,1,1,0,1
185825,3,0,2,1,0,1
185828,3,0,1,1,0,1
185831,8,5,11,1,1,1
185834,4,0,2,1,0,1
185837,4,0,8,1,0,1
185840,3,0,2,1,0,1
185843,6,8,14,1,1,1
185846,4,0,5,1,0,1
185849,3,0,1,1,0,1
185852,4,0,14,1,0,1
185855,6,5,10,1,1,1
185858,4,0,2,1,0,1
185861,4,0,12,1,0,1
185864,3,0,0,1,0,0
185867,3,0,0,1,0,0
185870,3,0,1,1,0,1
185873,8,5,7,1,1,1
185876,3,0,0,1,0,0
185879,3,0,0,1,0,0
185882,3,0,0,1,0,0
185885,6,4,8,1,1,1
185888,3,0,1,1,0,1
185891,3,0,1,1,0,1
185894,4,0,1,1,0,1
185897,3,0,2,1,0,1
185900,3,0,1,1,0,1
185903,8,5,14,1,1,1
185906,3,0,1,1,0,1
185909,3,0,0,1,0,0
185912,3,0,1,1,0,1
185915,3,0,0,1,0,0
185918,3,0,0,1,0,0
185921,8,10,30,1,1,1
185924,3,0,0,1,0,0
185927,3,0,0,1,0,0
185930,4,0,4,1,0,1
185933,3,0,0,1,0,0
185936,6,4,12,1,1,1
185939,3,0,0,1,0,0
185942,4,0,10,1,0,1
185945,3,0,0,1,0,0
185948,3,0,0,1,0,0
185951,3,0,1,1,0,1
185954,3,0,0,1,0,0
185957,3,0,0,1,0,0
185960,3,0,1,1,0,1
185963,3,0,0,1,0,0
185966,3,0,0,1,0,0
185969,3,0,1,1,0,1
185972,8,5,7,1,1,1
185975,3,0,0,1,0,0
185978,3,0,0,1,0,0
185981,3,0,0,1,0,0
185984,6,5,7,1,1,1
185987,3,0,0,1,0,0
185990,6,5,15,1,1,1
185993,3,0,1,1,0,1
185996,3,0,1,1,0,1
185999,3,0,2,1,0,1
186002,3,0,0,1,0,0
186005,3,0,1,1,0,1
186008,3,0,1,1,0,1
186011,6,5,10,1,1,1
186014,3,0,0,1,0,0
186017,4,0,5,1,0,1
186020,4,0,13,1,0,1
186023,8,9,17,1,1,1
186026,3,0,0,1,0,0
186029,4,0,12,1,0,1
186032,6,5,5,1,1,1
186035,3,0,2,1,0,1
186038,6,5,19,1,1,1
186041,3,0,0,1,0,0
186044,3,0,0,1,0,0
186047,3,0,0,1,0,0
186050,4,0,2,1,0,1
186053,4,0,2,1,0,1
186056,8,5,9,1,1,1
186059,8,5,11,1,1,1
186062,4,0,5,1,0,1
186065,3,0,0,1,0,0
186068,8,5,14,1,1,1
186079,6,4,16,1,1,1
186082,3,0,2,1,0,1
186085,4,0,2,1,0,1
186088,6,17,18,1,1,1
186091,3,0,0,1,0,0
186094,3,0,1,1,0,1
186097,3,0,1,1,0,1
186100,6,4,11,1,1,1
186103,8,5,7,1,1,1
186106,6,9,13,1,1,1
186109,3,0,0,1,0,0
186112,3,0,0,1,0,0
186115,8,5,4,1,1,1
186118,3,0,1,1,0,1
186121,4,0,1,1,0,1
186124,3,0,2,1,0,1
186139,6,4,14,1,1,1
186142,3,0,0,1,0,0
186145,4,0,19,1,0,1
186148,4,0,1,1,0,1
186151,8,5,14,1,1,1
186154,8,5,22,1,1,1
186157,3,0,0,1,0,0
186160,3,0,0,1,0,0
186163,3,0,1,1,0,1
186166,3,0,0,1,0,0
186169,8,5,5,1,1,1
186172,3,0,1,1,0,1
186175,6,4,5,1,1,1
186178,3,0,0,1,0,0
186181,3,0,1,1,0,1
186184,4,0,7,1,0,1
186187,8,5,14,1,1,1
186190,3,0,2,1,0,1
186193,3,0,1,1,0,1
186196,8,10,18,1,1,1
186199,4,0,2,1,0,1
186202,6,4,11,1,1,1
186205,6,4,4,1,1,1
186208,3,0,0,1,0,0
186211,3,0,0,1,0,0
186214,8,5,12,1,1,1
186217,3,0,0,1,0,0
186220,3,0,0,1,0,0
186223,3,0,4,1,0,1
186226,3,0,1,1,0,1
186229,8,9,10,1,1,1
186232,4,0,1,1,0,1
186235,4,0,18,1,0,1
186238,8,5,5,1,1,1
186241,6,5,7,1,1,1
186244,8,10,24,1,1,1
186247,8,5,5,1,1,1
186250,3,0,0,1,0,0
186253,3,0,0,1,0,0
186256,6,9,13,1,1,1
186259,3,0,0,1,0,0
186262,6,8,20,1,1,1
186265,3,0,0,1,0,0
186268,3,0,0,1,0,0
186271,8,5,19,1,1,1
186274,4,0,1,1,0,1
186277,4,0,3,1,0,1
186280,4,0,3,1,0,1
186283,3,0,0,1,0,0
186286,3,0,0,1,0,0
186289,3,0,0,1,0,0
186292,3,0,0,1,0,0
186295,3,0,0,1,0,0
186298,4,0,2,1,0,1
186301,3,0,1,1,0,1
186304,3,0,0,1,0,0
186307,3,0,0,1,0,0
186310,8,9,17,1,1,1
186313,3,0,2,1,0,1
186316,3,0,0,1,0,0
186319,3,0,0,1,0,0
186322,3,0,0,1,0,0
186325,3,0,1,1,0,1
186328,3,0,1,1,0,1
186331,3,0,0,1,0,0
186334,4,0,11,1,0,1
186337,3,0,0,1,0,0
186340,3,0,1,1,0,1
186343,3,0,1,1,0,1
186346,3,0,0,1,0,0
186349,3,0,0,1,0,0
186352,3,0,0,1,0,0
186355,3,0,2,1,0,1
186358,3,0,1,1,0,1
186361,3,0,0,1,0,0
186364,3,0,0,1,0,0
186367,4,0,1,1,0,1
186370,3,0,1,1,0,1
186373,3,0,0,1,0,0
186376,3,0,1,1,0,1
186379,3,0,0,1,0,0
186382,6,4,3,1,1,1
186385,3,0,1,1,0,1
186388,3,0,1,1,0,1
186391,4,0,1,1,0,1
186394,3,0,1,1,0,1
186397,3,0,0,1,0,0
186400,3,0,1,1,0,1
186403,3,0,1,1,0,1
186406,3,0,0,1,0,0
186409,3,0,1,1,0,1
186412,3,0,0,1,0,0
186415,4,0,4,1,0,1
186418,4,0,2,1,0,1
186421,3,0,0,1,0,0
186424,3,0,0,1,0,0
186427,3,0,2,1,0,1
186430,3,0,1,1,0,1
186433,4,0,3,1,0,1
186436,3,0,1,1,0,1
186439,6,4,17,1,1,1
186442,4,0,4,1,0,1
186445,3,0,0,1,0,0
186448,3,0,0,1,0,0
186451,3,0,0,1,0,0
186454,6,8,6,1,1,1
186457,3,0,1,1,0,1
186460,3,0,1,1,0,1
186463,4,0,2,1,0,1
186466,6,5,5,1,1,1
186469,4,0,9,1,0,1
186472,3,0,0,1,0,0
186475,3,0,1,1,0,1
186478,3,0,1,1,0,1
186481,3,0,1,1,0,1
186484,3,0,0,1,0,0
186487,3,0,0,1,0,0
186490,3,0,0,1,0,0
186493,3,0,1,1,0,1
186496,4,0,4,1,0,1
186499,3,0,1,1,0,1
186502,3,0,1,1,0,1
186505,6,9,15,1,1,1
186508,4,0,6,1,0,1
186511,8,5,13,1,1,1
186514,3,0,1,1,0,1
186517,3,0,1,1,0,1
186520,3,0,0,1,0,0
186523,6,8,7,1,1,1
186526,3,0,1,1,0,1
186529,3,0,1,1,0,1
186532,3,0,0,1,0,0
186535,4,0,5,1,0,1
186538,3,0,0,1,0,0
186541,6,4,5,1,1,1
186544,3,0,1,1,0,1
186547,3,0,0,1,0,0
186550,3,0,0,1,0,0
186553,3,0,1,1,0,1
186556,3,0,1,1,0,1
186559,3,0,1,1,0,1
186562,3,0,1,1,0,1
186565,6,5,7,1,1,1
186568,3,0,0,1,0,0
186571,3,0,0,1,0,0
186574,6,4,6,1,1,1
186577,6,5,17,1,1,1
186580,6,8,5,1,1,1
186583,3,0,0,1,0,0
186586,6,9,9,1,1,1
186589,3,0,1,1,0,1
186592,4,0,4,1,0,1
186595,3,0,1,1,0,1
186598,6,4,13,1,1,1
186601,3,0,1,1,0,1
186604,3,0,1,1,0,1
186607,4,0,2,1,0,1
186610,3,0,0,1,0,0
186613,3,0,1,1,0,1
186616,3,0,0,1,0,0
186619,3,0,1,1,0,1
186622,3,0,0,1,0,0
186625,6,5,9,1,1,1
186628,3,0,0,1,0,0
186631,3,0,0,1,0,0
186634,3,0,0,1,0,0
186637,6,8,25,1,1,1
186640,3,0,0,1,0,0
186643,6,4,15,1,1,1
186646,3,0,2,1,0,1
186649,3,0,1,1,0,1
186652,3,0,0,1,0,0
186655,3,0,1,1,0,1
186658,3,0,0,1,0,0
186661,3,0,1,1,0,1
186664,4,0,3,1,0,1
186667,3,0,1,1,0,1
186670,4,0,2,1,0,1
186673,8,5,9,1,1,1
186676,6,8,13,1,1,1
186679,3,0,0,1,0,0
186682,6,8,4,1,1,1
186685,3,0,0,1,0,0
186688,3,0,0,1,0,0
186691,3,0,1,1,0,1
186694,3,0,1,1,0,1
186697,3,0,2,1,0,1
186700,3,0,2,1,0,1
186703,3,0,0,1,0,0
186706,6,4,7,1,1,1
186709,3,0,2,1,0,1
186712,4,0,7,1,0,1
186715,4,0,3,1,0,1
186718,4,0,3,1,0,1
186721,4,0,3,1,0,1
186724,3,0,6,1,0,1
186727,4,0,3,1,0,1
186730,3,0,2,1,0,1
186733,3,0,0,1,0,0
186736,3,0,0,1,0,0
186739,8,5,17,1,1,1
186742,3,0,2,1,0,1
186745,3,0,0,1,0,0
186748,3,0,0,1,0,0
186751,6,4,3,1,1,1
186754,3,0,0,1,0,0
186757,8,9,31,1,1,1
186760,3,0,0,1,0,0
186763,6,8,7,1,1,1
186766,3,0,0,1,0,0
186769,3,0,1,1,0,1
186772,6,4,8,1,1,1
186775,3,0,0,1,0,0
186778,8,5,7,1,1,1
186781,3,0,2,1,0,1
186784,4,0,5,1,0,1
186787,4,0,2,1,0,1
186790,3,0,1,1,0,1
186793,3,0,1,1,0,1
186796,3,0,1,1,0,1
186799,3,0,0,1,0,0
186802,3,0,1,1,0,1
186805,3,0,0,1,0,0
186808,6,4,8,1,1,1
186811,3,0,1,1,0,1
186814,3,0,1,1,0,1
186817,3,0,0,1,0,0
186820,4,0,5,1,0,1
186823,3,0,0,1,0,0
186839,3,0,1,1,0,1
186842,3,0,0,1,0,0
186845,3,0,0,1,0,0
186848,6,4,16,1,1,1
186851,6,4,5,1,1,1
186854,3,0,0,1,0,0
186857,3,0,1,1,0,1
186860,4,0,2,1,0,1
186863,8,9,9,1,1,1
186866,3,0,1,1,0,1
186869,3,0,0,1,0,0
186872,8,5,4,1,1,1
186875,3,0,0,1,0,0
186878,4,0,16,1,0,1
186881,4,0,2,1,0,1
186884,4,0,2,1,0,1
186887,3,0,0,1,0,0
186890,3,0,1,1,0,1
186893,4,0,29,1,0,1
186896,4,0,5,1,0,1
186899,3,0,0,1,0,0
186902,4,0,14,1,0,1
186905,5,0,1,1,0,1
186908,3,0,1,1,0,1
186911,3,0,0,1,0,0
186914,8,5,4,1,1,1
186917,4,0,1,1,0,1
186920,4,0,1,1,0,1
186923,3,0,0,1,0,0
186926,3,0,0,1,0,0
186929,3,0,1,1,0,1
186932,3,0,1,1,0,1
186935,3,0,0,1,0,0
186938,6,5,5,1,1,1
186941,3,0,0,1,0,0
186944,3,0,0,1,0,0
186947,3,0,0,1,0,0
186950,8,5,12,1,1,1
186953,4,0,1,1,0,1
186956,3,0,0,1,0,0
186959,3,0,1,1,0,1
186962,3,0,1,1,0,1
186965,3,0,2,1,0,1
186968,6,4,3,1,1,1
186971,3,0,0,1,0,0
186974,3,0,0,1,0,0
186977,3,0,0,1,0,0
186980,3,0,2,1,0,1
186983,8,5,33,1,1,1
186986,3,0,1,1,0,1
186989,3,0,1,1,0,1
186992,3,0,0,1,0,0
186995,6,4,7,1,1,1
186998,3,0,1,1,0,1
187001,3,0,2,1,0,1
187004,8,5,7,1,1,1
187007,3,0,2,1,0,1
187010,6,5,7,1,1,1
187013,3,0,1,1,0,1
187016,3,0,0,1,0,0
187019,6,8,12,1,1,1
187022,3,0,0,1,0,0
187025,6,4,9,1,1,1
187028,3,0,0,1,0,0
187031,6,5,11,1,1,1
187034,6,4,6,1,1,1
187037,8,5,9,1,1,1
187040,6,5,10,1,1,1
187043,6,4,14,1,1,1
187046,3,0,1,1,0,1
187049,6,8,20,1,1,1
187052,3,0,0,1,0,0
187055,4,0,9,1,0,1
187058,3,0,1,1,0,1
187061,6,4,14,1,1,1
187064,6,4,4,1,1,1
187067,3,0,1,1,0,1
187070,4,0,2,1,0,1
187073,4,0,5,1,0,1
187076,6,14,41,1,1,1
187079,3,0,0,1,0,0
187082,3,0,0,1,0,0
187085,3,0,0,1,0,0
187088,3,0,0,1,0,0
187091,3,0,0,1,0,0
187094,8,5,10,1,1,1
187097,4,0,5,1,0,1
187100,4,0,14,1,0,1
187103,6,5,9,1,1,1
187106,3,0,0,1,0,0
187109,3,0,1,1,0,1
187112,3,0,0,1,0,0
187115,8,5,15,1,1,1
187118,3,0,0,1,0,0
187121,3,0,0,1,0,0
187124,3,0,0,1,0,0
187127,3,0,0,1,0,0
187130,4,0,2,1,0,1
187133,3,0,0,1,0,0
187136,3,0,0,1,0,0
187139,3,0,0,1,0,0
187142,3,0,0,1,0,0
187145,3,0,0,1,0,0
187148,4,0,5,1,0,1
187151,3,0,0,1,0,0
187154,4,0,8,1,0,1
187157,8,5,16,1,1,1
187160,3,0,1,1,0,1
187163,3,0,1,1,0,1
187166,3,0,0,1,0,0
187169,3,0,0,1,0,0
187172,3,0,0,1,0,0
187175,3,0,1,1,0,1
187178,6,4,13,1,1,1
187181,3,0,1,1,0,1
187184,4,0,3,1,0,1
187187,6,8,6,1,1,1
187190,8,29,28,1,1,1
187193,3,0,0,1,0,0
187196,6,4,8,1,1,1
187199,6,5,13,1,1,1
187202,3,0,0,1,0,0
187205,3,0,0,1,0,0
187208,3,0,0,1,0,0
187211,4,0,16,1,0,1
187214,6,5,4,1,1,1
187217,6,5,60,1,1,1
187220,3,0,1,1,0,1
187223,3,0,0,1,0,0
187226,3,0,0,1,0,0
187229,3,0,0,1,0,0
187232,3,0,0,1,0,0
187235,3,0,0,1,0,0
187238,4,0,5,1,0,1
187241,3,0,1,1,0,1
187244,6,4,12,1,1,1
187247,6,9,11,1,1,1
187250,3,0,0,1,0,0
187253,4,0,2,1,0,1
187256,3,0,0,1,0,0
187259,3,0,0,1,0,0
187262,3,0,0,1,0,0
187265,3,0,0,1,0,0
187268,6,4,11,1,1,1
187271,3,0,1,1,0,1
187274,4,0,2,1,0,1
187277,3,0,1,1,0,1
187280,3,0,0,1,0,0
187283,3,0,1,1,0,1
187286,3,0,1,1,0,1
187289,3,0,0,1,0,0
187292,8,5,16,1,1,1
187295,3,0,0,1,0,0
187298,4,0,7,1,0,1
187301,3,0,0,1,0,0
187304,8,5,5,1,1,1
187307,8,9,16,1,1,1
187310,3,0,1,1,0,1
187313,8,10,15,1,1,1
187316,3,0,1,1,0,1
187319,8,13,13,1,1,1
187322,3,0,0,1,0,0
187325,6,9,20,1,1,1
187328,3,0,0,1,0,0
187331,3,0,0,1,0,0
187334,3,0,0,1,0,0
187337,8,5,9,1,1,1
187340,3,0,1,1,0,1
187343,3,0,1,1,0,1
187346,4,0,2,1,0,1
187349,3,0,0,1,0,0
187352,8,5,7,1,1,1
187355,4,0,12,1,0,1
187358,4,0,2,1,0,1
187361,4,0,2,1,0,1
187364,4,0,2,1,0,1
187367,8,5,4,1,1,1
187370,6,4,11,1,1,1
187373,8,5,8,1,1,1
187376,3,0,0,1,0,0
187379,8,14,17,1,1,1
187382,8,5,5,1,1,1
187385,8,5,4,1,1,1
187388,3,0,0,1,0,0
187391,3,0,1,1,0,1
187394,3,0,0,1,0,0
187397,6,9,11,1,1,1
187400,4,0,3,1,0,1
187403,3,0,0,1,0,0
187406,6,12,17,1,1,1
187409,4,0,9,1,0,1
187412,3,0,0,1,0,0
187415,6,4,18,1,1,1
187418,3,0,0,1,0,0
187421,3,0,1,1,0,1
187424,3,0,0,1,0,0
187427,6,16,20,1,1,1
187430,3,0,0,1,0,0
187433,8,9,28,1,1,1
187436,4,0,15,1,0,1
187439,3,0,1,1,0,1
187442,3,0,0,1,0,0
187445,4,0,2,1,0,1
187448,3,0,1,1,0,1
187451,3,0,1,1,0,1
187454,4,0,2,1,0,1
187457,3,0,0,1,0,0
187460,3,0,0,1,0,0
187463,8,5,18,1,1,1
187466,6,8,14,1,1,1
187469,4,0,3,1,0,1
187472,3,0,2,1,0,1
187475,8,5,17,1,1,1
187478,3,0,1,1,0,1
187481,8,13,26,1,1,1
187484,3,0,0,1,0,0
187487,8,9,13,1,1,1
